,watch-title,y,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0,p
819,"Kaggle Days Madrid Meetup #1 - ""Cómo llegar a número 1 en Kaggle"" - José Antonio Guerrero 1/2 (ES)",,604 visualizações,Publicado em 15 de nov. de 2018,Pessoas e blogs,"Kaggle Days Madrid Meetup #1 - ""Cómo llegar a número 1 en Kaggle"" - José Antonio Guerrero 1/2 (ES)","LogicAI













Carregando...
    







        Cancelar inscrição de LogicAI?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição641 











Carregando...
    









Carregando...
    













        Processando...","604 visualizações







21

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



22


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/hJL9jXe1FlI/maxresdefault.jpg,1280.0,720.0,"During the first Kaggle Days Meetup Madrid, we had the pleasure to hear Jose Antonio Guerrero (Kaggle Grandmaster and former #1 at Kaggle) talk about useful ...",1280.0,720.0,meetup,/channel/UCZ_qlZbg9EzwRnLq_hFQumQ,0.328
823,A Day in My Life at Monash University - Master of Data Science Student,,143 visualizações,Publicado em 20 de nov. de 2019,"[Merlin] Ninja Tune Ltd (em nome de Counter Records); LatinAutor - SonyATV, EMI Music Publishing, CMRRA, LatinAutor - UMPG, SOLAR Music Rights Management, AMRA, SODRAC, Audiam (Publishing), LatinAutor, UMPG Publishing, LatinAutor - PeerMusic, UNIAO BRASILEIRA DE EDITORAS DE MUSICA - UBEM, Abramus Digital, ASCAP, UMPI e 17 associações de direitos musicais",A Day in My Life at Monash University - Master of Data Science Student,"Sreerag Nampoothiri K













Carregando...
    







        Cancelar inscrição de Sreerag Nampoothiri K?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição3,23 mil 











Carregando...
    









Carregando...
    













        Processando...","143 visualizações







12

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



13


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/hdO3fmP6RBI/hqdefault.jpg,480.0,360.0,This video is about a day in the life at Monash University. I am doing my Masters in Data Science at Monash University Australia Campus. I am an internationa...,1280.0,720.0,Monash University Australia,/channel/UC3vv9KW2Qmb0-rgGtV7_RTA,0.295
824,"Workshop on Machine Learning at Hasanuddin University Indonesia, Lecturer Prof. Zohar Nussinov",,21 visualizações,Publicado em 25 de nov. de 2019,Pessoas e blogs,"Workshop on Machine Learning at Hasanuddin University Indonesia, Lecturer Prof. Zohar Nussinov","WCP Unhas













Carregando...
    







        Cancelar inscrição de WCP Unhas?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","21 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/hdoxkcsw0tU/hqdefault.jpg,480.0,360.0,"Part one of workshop on machine learning for computational based research in science, held in the Department of Physics Hasanuddin Unversity, 18-19 Sept 2019...",640.0,360.0,Machine LEarning,/channel/UCKdHuL3xvwXpqRSBy6F3VaA,0.325
846,Kaggle Live-Coding: Graphing entity co-occurrence in online rumors | Kaggle,,448 visualizações,Transmitido ao vivo em 3 de ago. de 2018,Ciência e tecnologia,Kaggle Live-Coding: Graphing entity co-occurrence in online rumors | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","448 visualizações







11

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



12


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/iz-OrQLIlaI/maxresdefault.jpg,1280.0,720.0,Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw...,1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.838
858,"""Artificial Intelligence and Machine Learning: A Roadmap"" presentedJuly 26,, 2018",,297 visualizações,Publicado em 26 de jul. de 2018,Ciência e tecnologia,"""Artificial Intelligence and Machine Learning: A Roadmap"" presentedJuly 26,, 2018","AccountantsWorld













Carregando...
    







        Cancelar inscrição de AccountantsWorld?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição399 











Carregando...
    









Carregando...
    













        Processando...","297 visualizações







5

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jFbsCIdwaoA/hqdefault.jpg,480.0,360.0,"Computers have historically been limited to performing tasks which are coded by software developers. A new field of computer science, machine learning, uses ...",1280.0,720.0,Computer,/channel/UCH-5SfjH3Okj-4rHdtAE5GQ,0.341
862,Kaggle Reading Group: Multi-Task Deep Neural Networks for Natural Language Understanding | Kaggle,,1.667 visualizações,Transmitido ao vivo em 1 de mai. de 2019,Ciência e tecnologia,Kaggle Reading Group: Multi-Task Deep Neural Networks for Natural Language Understanding | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.667 visualizações







59

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



60


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jLrcM-kAo34/hqdefault.jpg,480.0,360.0,"Join Kaggle Data Scientist Rachael as she reads through an NLP paper! Today's paper is ""Multi-Task Deep Neural Networks for Natural Language Understanding "" ...",1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.378
869,Kaggle Reading Group: Generating Long Sequences with Sparse Transformers | Kaggle,,1.056 visualizações,Transmitido ao vivo em 22 de mai. de 2019,Ciência e tecnologia,Kaggle Reading Group: Generating Long Sequences with Sparse Transformers | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.056 visualizações







45

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



46


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jaqjcHmCBfY/hqdefault.jpg,480.0,360.0,"Join Kaggle Data Scientist Rachael as she reads through an NLP paper! Today's paper is ""Generating Long Sequences with Sparse Transformers"" (Child et al, unp...",1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.286
871,Kaggle Days Meetup Madrid #3 Round table - Microsoft Malware Prediction gold winners (2/2) ESP/ENG,,127 visualizações,Publicado em 25 de jun. de 2019,Pessoas e blogs,Kaggle Days Meetup Madrid #3 Round table - Microsoft Malware Prediction gold winners (2/2) ESP/ENG,"LogicAI













Carregando...
    







        Cancelar inscrição de LogicAI?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição641 











Carregando...
    









Carregando...
    













        Processando...","127 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jch8LrZpOKY/hqdefault.jpg,480.0,360.0,"We've met at Kaggle Days Meetup Madrid for the 3rd time already. At this meetup, during the first part, Kaggle Grandmaster Alberto Danese talked about Gradie...",1280.0,720.0,datascience,/channel/UCZ_qlZbg9EzwRnLq_hFQumQ,0.347
877,Session 8: Overview On Apriori Machine Learning Algorithm (ML.NET),,1.086 visualizações,Publicado em 13 de out. de 2019,Ciência e tecnologia,"BLOCK71 Singapore



    Session 8: Overview On Apriori Machine Learning Algorithm (ML.NET)","dotnet.sg













Carregando...
    







        Cancelar inscrição de dotnet.sg?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição112 











Carregando...
    









Carregando...
    













        Processando...","1.086 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jqhxsfC9kS4/hqdefault.jpg,480.0,360.0,#dotnetconf #dotnetconfsg #dotnetfoundation Speaker: Cheah Eng Soon Twitter: @CheahEngSoon AI is based on algorithms which allow input to become output. The ...,480.0,360.0,dotnetfoundation,/channel/UCE-lhcJyBK8Pud18Ao1r06A,0.352
892,"Intercepting Dirty Money using Machine Learning - Ashrith Barthur, H2O.ai",,1.453 visualizações,Publicado em 12 de jun. de 2018,Ciência e tecnologia,"Intercepting Dirty Money using Machine Learning - Ashrith Barthur, H2O.ai","H2O.ai













Carregando...
    







        Cancelar inscrição de H2O.ai?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição10,8 mil 











Carregando...
    









Carregando...
    













        Processando...","1.453 visualizações




Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login








Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login",https://i.ytimg.com/vi/kHAytksmKpI/maxresdefault.jpg,1280.0,720.0,"This video was recorded at H2O World NYC 2018 on June 7th, 2018. The slides from the video can be viewed here: https://www.slideshare.net/0xdata/intercepting...",1280.0,720.0,,/channel/UCk6ONJlPzjw3DohAeMSgsng,0.282
898,Kaggle Reading Group: Probing Neural Network Comprehension of Natural Language Arguments | Kaggle,,1.622 visualizações,Transmitido ao vivo em 21 de ago. de 2019,Ciência e tecnologia,Kaggle Reading Group: Probing Neural Network Comprehension of Natural Language Arguments | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.622 visualizações







49

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



50


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/ks8Cz1qx2rE/hqdefault.jpg,480.0,360.0,BERT (which we read the paper for earlier) has had really impressive success on a number of NLP tasks... but how well is it really capturing the structures o...,1280.0,720.0,formal logic,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.301
904,Kaggle Meetup: AdTracking Fraud Detection,,372 visualizações,Publicado em 1 de jun. de 2018,Ciência e tecnologia,Kaggle Meetup: AdTracking Fraud Detection,"Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","372 visualizações







11

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



12


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/kzkQTPeZPQ4/maxresdefault.jpg,1280.0,720.0,https://www.meetup.com/LearnDataScience/events/250901341/,1280.0,720.0,,/channel/UCJhW_16uxALr0X4olEW2p5A,0.522
908,Kaggle Meetup: Quora Insincere Questions Classification,,399 visualizações,Publicado em 8 de mar. de 2019,Ciência e tecnologia,Kaggle Meetup: Quora Insincere Questions Classification,"Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","399 visualizações







7

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



8


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/l7ZmviwSnXw/maxresdefault.jpg,1280.0,720.0,Kaggle page: https://www.kaggle.com/c/quora-insincere-questions-classification Meetup page: https://www.meetup.com/LearnDataScience/events/fbczqqyzfbkb/ Slid...,1280.0,720.0,artificial intelligence,/channel/UCJhW_16uxALr0X4olEW2p5A,0.655
919,Kaggle Days Meetup Milan #1,,243 visualizações,Publicado em 22 de mai. de 2019,Pessoas e blogs,Kaggle Days Meetup Milan #1,"LogicAI













Carregando...
    







        Cancelar inscrição de LogicAI?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição641 











Carregando...
    









Carregando...
    













        Processando...","243 visualizações







7

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



8


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/lkZET6thmLk/hqdefault.jpg,480.0,360.0,15th of March had a place the first ever Kaggle Days Meetup in Milan. We had a chance to hear two great talks prepared by Kaggle Grandmasters: Abhishek Thaku...,1280.0,720.0,,/channel/UCZ_qlZbg9EzwRnLq_hFQumQ,0.692
923,Shri Debasish Sen at 7th International Data Science Summit,,5 visualizações,Publicado em 23 de nov. de 2019,Ciência e tecnologia,Shri Debasish Sen at 7th International Data Science Summit,"Data Science Foundation













Carregando...
    







        Cancelar inscrição de Data Science Foundation?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição345 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações




Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login








Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login",https://i.ytimg.com/vi/m0NTnHGSfkA/maxresdefault.jpg,1280.0,720.0,Shri Debasish Sen at 7th International Data Science Summit,1280.0,720.0,Data Science in Govt,/channel/UCgURMi5Be6B6AOrgXuOnctQ,0.483
928,Data Mining vs Machine Learning: Top 20 Things You Must Know(first 10)),,2 visualizações,Publicado em 24 de nov. de 2019,Pessoas e blogs,Data Mining vs Machine Learning: Top 20 Things You Must Know(first 10)),"Adham Abdulbaqi













Carregando...
    







        Cancelar inscrição de Adham Abdulbaqi?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","2 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/m849JboZtQQ/maxresdefault.jpg,1280.0,720.0,"UHD,computer science department",1280.0,720.0,,/channel/UCZBCPzJJmhFNuIQUAmkEtsA,0.286
933,"Session 01/10 - Introduction to machine learning, and creative projects - SCM, CityU HK",,664 visualizações,Publicado em 6 de jun. de 2018,Educação,"Session 01/10 - Introduction to machine learning, and creative projects - SCM, CityU HK","School of Creative Media - City University of Hong Kong













Carregando...
    







        Cancelar inscrição de School of Creative Media - City University of Hong Kong?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição393 











Carregando...
    









Carregando...
    













        Processando...","664 visualizações




Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login








Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login",https://i.ytimg.com/vi/mM6BodLczlA/maxresdefault.jpg,1280.0,720.0,"28.05.2018 ""Introduction to machine learning, and creative projects"", The Machine Learning for Creative Media workshop by School of Creative Media, City Univ...",1280.0,720.0,Media School,/channel/UCn19oT2xeSh9MDvbGmaOu3Q,0.299
937,hydrosphere.io 2m demo - machine learning model deploy and monitor,,2.129 visualizações,Publicado em 14 de jun. de 2018,Ciência e tecnologia,hydrosphere.io 2m demo - machine learning model deploy and monitor,"Hydrosphere io













Carregando...
    







        Cancelar inscrição de Hydrosphere io?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 











Carregando...
    









Carregando...
    













        Processando...","2.129 visualizações







4

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/m_Fb540LZTU/maxresdefault.jpg,1280.0,720.0,hydrosphere.io 2m demo - machine learning model deploy and monitor https://github.com/Hydrospheredata/,1280.0,720.0,Data Science,/channel/UC6t9FhE1WvUV8o9f6oThdeg,0.326
938,Kaggle Meetup: Skin Cancer Diagnosis,,663 visualizações,Publicado em 5 de out. de 2018,Ciência e tecnologia,Kaggle Meetup: Skin Cancer Diagnosis,"Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","663 visualizações







22

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



23


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/meg8I1GdtUg/maxresdefault.jpg,1280.0,720.0,Video from this meetup: https://www.meetup.com/LearnDataScience/events/wdlntpyxnbgb/ Slides are here: https://docs.google.com/presentation/d/1Lup8MnuOkVakDL5...,1280.0,720.0,machine learning,/channel/UCJhW_16uxALr0X4olEW2p5A,0.613
966,"Si quiero dedicarme al Machine Learning, ¿qué cursos debo hacer y en qué orden?",,2.976 visualizações,Publicado em 5 de out. de 2019,Ciência e tecnologia,"Si quiero dedicarme al Machine Learning, ¿qué cursos debo hacer y en qué orden?","Juan Gabriel Gomila Salas













Carregando...
    







        Cancelar inscrição de Juan Gabriel Gomila Salas?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição6,63 mil 











Carregando...
    









Carregando...
    













        Processando...","2.976 visualizações







168

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



169


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/oKHOSqQw9ro/maxresdefault.jpg,1280.0,720.0,Tienes todos los cursos citados en el video con un 95% de descuento desde la web: http://juangabrielgomila.com/cursos-online/cursos-online.html,960.0,720.0,estadistica,/channel/UCMUxXNYrVCv6-bQakhomvBg,0.267
974,Kaggle Reading Group: Language Models are Unsupervised Multitask Learners (GPT-2) | Kaggle,,2.368 visualizações,Transmitido ao vivo em 20 de fev. de 2019,Ciência e tecnologia,Kaggle Reading Group: Language Models are Unsupervised Multitask Learners (GPT-2) | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","2.368 visualizações







77

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



78


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/oaQSQsjhcwQ/maxresdefault.jpg,1280.0,720.0,"Join Kaggle Data Scientist Rachael as she reads through an NLP paper! Today's paper is ""Language Models are Unsupervised Multitask Learners"" (Radford et al, ...",1280.0,720.0,technology,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.292
978,Machine Learning with python Course - Lecture 3 - Linear Regression with one variable - M.Gamal,,2.107 visualizações,Publicado em 30 de mai. de 2019,Pessoas e blogs,"#supervised #unsupervised #learning



    Machine Learning with python Course - Lecture 3 - Linear Regression with one variable - M.Gamal","Machine Learning With python













Carregando...
    







        Cancelar inscrição de Machine Learning With python?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,79 mil 











Carregando...
    









Carregando...
    













        Processando...","2.107 visualizações







52

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



53


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/otXTykwJsd4/maxresdefault.jpg,1280.0,720.0,"- You will Learn Machine Learning topics such as #supervised vs #unsupervised #learning, model evaluation and Machine Learning #algorithms. - You will practi...",1280.0,720.0,#Algorithms,/channel/UCu1apYC0izYTG3X_QH_O4hw,0.262
1002,How Publishers Can Take Advantage of Machine Learning (Cloud Next '18),,1.007 visualizações,Publicado em 26 de jul. de 2018,Ciência e tecnologia,How Publishers Can Take Advantage of Machine Learning (Cloud Next '18),"Google Cloud Platform













Carregando...
    







        Cancelar inscrição de Google Cloud Platform?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição400 mil 











Carregando...
    









Carregando...
    













        Processando...","1.007 visualizações







19

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



20


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/qK6x-vPEmRw/maxresdefault.jpg,1280.0,720.0,Hearst Newspapers uses Google Cloud Machine Learning infrastructure to automate and create value in the newspaper business. A recent case study has been publ...,1280.0,720.0,Cloud ML,/channel/UCJS9pqu9BzkAMNTmzNMNhvg,0.309
1007,Kaggle Reading Group: Deep Learning for Symbolic Mathematics,,1.532 visualizações,Transmitido ao vivo em 2 de out. de 2019,Ciência e tecnologia,Kaggle Reading Group: Deep Learning for Symbolic Mathematics,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.532 visualizações







55

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



56


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/q_cMExRsJl8/hqdefault.jpg,480.0,360.0,"This week we start in on ""Deep Learning for Symbolic Mathematics"", (anonymous, submitted to ICLR 2020). You can find a link to the paper here: https://openre...",1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.266
1015,Top 10 Machine Learning Algorithms | Data Science | Outliers Analytics,,219 visualizações,Publicado em 22 de nov. de 2019,Ciência e tecnologia,Top 10 Machine Learning Algorithms | Data Science | Outliers Analytics,"Outliers Analytics













Carregando...
    







        Cancelar inscrição de Outliers Analytics?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","219 visualizações







8

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



9


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/qxVaNou8jUs/maxresdefault.jpg,1280.0,720.0,"This video will give you an idea about the top 10 machine learning algorithms in data science, that you should know about or have an idea about as a data sci...",1280.0,720.0,machine learning for beginners,/channel/UCJIKMdqGAdEkL21dxbq5nWA,0.329
1021,Kaggle Reading Group: Weight Agnostic Neural Networks | Kaggle,,1.577 visualizações,Transmitido ao vivo em 11 de set. de 2019,Ciência e tecnologia,Kaggle Reading Group: Weight Agnostic Neural Networks | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.577 visualizações







51

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



52


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/rEKtmUS3WIU/hqdefault.jpg,480.0,360.0,"Today we're starting the paper ""Weight Agnostic Neural Networks"" by Gaier & Ha from NeurIPS 2019. Link to paper: https://arxiv.org/pdf/1906.04358.pdf SUBSCRI...",1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.307
1024,Real Talk with Airbnb Machine Learning Engineer,,64.355 visualizações,Publicado em 29 de nov. de 2018,Educação,Real Talk with Airbnb Machine Learning Engineer,"Springboard













Carregando...
    







        Cancelar inscrição de Springboard?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição34,2 mil 











Carregando...
    









Carregando...
    













        Processando...","64.355 visualizações







1.478

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1.479


29

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



30",https://i.ytimg.com/vi/rLZGVgqw5u4/maxresdefault.jpg,1280.0,720.0,Talking AI and ML with Airbnb machine learning engineer Chirag. Want to learn machine learning engineering with a job guarantee? Check out Springboard's AI/M...,1280.0,720.0,Caltech,/channel/UCqd6TofKNjqagInm5Waeu7w,0.366
1032,Everyone Leaks (and why that's a good thing) | by Michael Kim | Kaggle Days SF,,445 visualizações,Publicado em 16 de mai. de 2019,Ciência e tecnologia,Everyone Leaks (and why that's a good thing) | by Michael Kim | Kaggle Days SF,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","445 visualizações







7

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



8


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/rrWmmqAt6Ts/maxresdefault.jpg,1280.0,720.0,"Michael Kim ""Everyone Leaks (and why that's a good thing)"" Kaggle Days San Francisco held in April 2019 gathered over 300 participants to meet, learn and cod...",1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.307
1059,Kaggle Meetup: Freesound Audio Tagging 2019,,167 visualizações,Publicado em 10 de ago. de 2019,Ciência e tecnologia,"VentureLabs



    Kaggle Meetup: Freesound Audio Tagging 2019","Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","167 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/tEe-w86R23E/maxresdefault.jpg,1280.0,720.0,Presenter: Keagan O'Donohue Kaggle page: https://www.kaggle.com/c/freesound-audio-tagging-2019 Meetup page: https://www.meetup.com/LearnDataScience/events/fb...,1280.0,720.0,kaggle,/channel/UCJhW_16uxALr0X4olEW2p5A,0.488
